name,district,locationCode,primaryAddressLine,stateCode,zip,accessibilityCode,accessibilityDescription,profile,website,boroughNumber,boroughName,phoneNumber,size,grades,campus,distance,networkCode,networkLead,networkLeadPhone,networkLeadEmail,rank,displayName,point/objectId1,point/objectId,point/x,point/y,point/schoolName,point/boroughNumber,point/locationCode,point/district,point/zip,point/neighborhood,point/shape,dUSInformation/locationCode,dUSInformation/schoolName,dUSInformation/borough,dUSInformation/highSchool/schoolDirectoryYear,dUSInformation/highSchool/stage,dUSInformation/highSchool/email,dUSInformation/highSchool/indepedentWebsite,dUSInformation/highSchool/schoolType,dUSInformation/highSchool/accessibility,dUSInformation/highSchool/eLLProgramsESL,dUSInformation/highSchool/interestAreas,dUSInformation/highSchool/selectionMethods,dUSInformation/middleSchool/schoolDirectoryYear,childhoodCenter/objectId,childhoodCenter/locationCode,childhoodCenter/borough,childhoodCenter/district,childhoodCenter/name,childhoodCenter/phone,childhoodCenter/address,childhoodCenter/zip,childhoodCenter/dayLength,childhoodCenter/sPCoordX,childhoodCenter/sPCoordY,childhoodCenter/pjAreaName,childhoodCenter/boroCode,childhoodCenter/bin,childhoodCenter/bbl,childhoodCenter/seats,childhoodCenter/email,childhoodCenter/prekType,isChildhoodCenter,dayLength,managedBy,seats,prekType,childhoodCenter/dchDcId,childhoodCenter/contract,childhoodCenter/webSite,childhoodCenter/taxId,childhoodCenter/pepApproved,optCode
East-West School of International Studies,25,Q281,46-21 COLDEN STREET,NY,11355,,,http://schools.nyc.gov/SchoolPortals/25/Q281/default.htm,,4,Queens,718-353-0009,675,"06,07,08,09,10,11,12,SE",,0,N561,"JONES, DEREK",646-486-8177,DJones19@schools.nyc.gov,100,East-West School of International Studies (Q281),0,2097,-8217767.7414,4975466.2417,EAST-WEST SCHOOL OF INTERNATIONAL STUDIES,4,Q281,25,11355,Flushing,2097,Q281,East-West School of International Studies,Queens,7816,Published,admissions@ewsis.org,www.ewsis.org,,Functionally Accessible,,Humanities &amp; Interdisciplinary,Ed. Opt.,7346,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,25281
Ebbets Field Middle School,17,K352,46 MCKEEVER PLACE,NY,11225,,,http://schools.nyc.gov/SchoolPortals/17/K352/default.htm,,3,Brooklyn,718-941-5097,192,"06,07,08,SE",,0,N602,"Bove, Julianna/RUIZ, JOSE",718-828-7776,JBove@schools.nyc.gov; JRUIZ2@schools.nyc.gov,100,Ebbets Field Middle School (K352),0,1413,-8233131.94,4963067.4102,EBBETS FIELD MIDDLE SCHOOL,3,K352,17,11225,Crown Heights South,1413,K352,Ebbets Field Middle School,Brooklyn,,,,,,,,,,7110,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,17466
EBC High School for Public Service - Bushwick,32,K545,1155 DEKALB AVENUE,NY,11221,,,http://schools.nyc.gov/SchoolPortals/32/K545/default.htm,,3,Brooklyn,718-452-3440,515,"09,10,11,12,SE",,0,N403,"DUDLEY, NATHAN",917-521-5303,NDudley@schools.nyc.gov,100,EBC High School for Public Service - Bushwick (K545),0,1512,-8229767.3882,4967410.3686,EBC HIGH SCHOOL FOR PUBLIC SERVICE–BUSHWICK,3,K545,32,11221,Bushwick South,1512,K545,EBC High School for Public Service - Bushwick,Brooklyn,7551,Published,32k545@schools.nyc.gov,http://schools.nyc.gov/SchoolPortals/32/K545/default.htm,,Functionally Accessible,,Humanities &amp; Interdisciplinary,Ed. Opt.,,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,32300
ECDO Child Start Center,5,MAXC,249 West 144th Street,NY,10030,,,,ecdo.org,1,Manhattan,(212) 234-8135,0,PK,,0,,,,,100,ECDO Child Start Center (MAXC),0,215,-8231103.0351,4986100.7895,ECDO Child Start Center,1,MAXC,5,10030,Central Harlem North - Polo Grounds,215,,,,,,,,,,,,,,238,MAXC,M,5,ECDO Child Start Center,(212) 234-8135,249 West 144th Street,10030,1,1000508,238706,Central Harlem North - Polo Grounds,1,1060448,1020300010,32,wallen@ecdo.org,NYCEEC,true,1,99,32,NYCEEC,DC20748,ACS,ecdo.org,133160099,1,
Edith and Karl Marks JCH of Bensonhurst,20,KBYF,7802 Bay Parkway,NY,11214,,,,jchb.org,3,Brooklyn,(718) 943-6333,0,PK,,0,,,,,100,Edith and Karl Marks JCH of Bensonhurst (KBYF),0,216,-8236493.5004,4954444.7628,Edith and Karl Marks JCH of Bensonhurst,3,KBYF,20,11214,Bensonhurst West,216,,,,,,,,,,,,,,239,KBYF,K,20,Edith and Karl Marks JCH of Bensonhurst,(718) 943-6333,7802 Bay Parkway,11214,1,987115,160171,Bensonhurst West,3,3162352,3062640030,30,tatyana@jchb.org,NYCEEC,true,1,99,30,NYCEEC,DC416,R0819,jchb.org,111633484,1,
Education Alliance - East Broadway,2,MAUA,197 East Broadway,NY,10002,,,,edalliance.org,1,Manhattan,(646) 395-4252,0,PK,,0,,,,,100,Education Alliance - East Broadway (MAUA),0,217,-8236350.6465,4970246.6813,Education Alliance - East Broadway,1,MAUA,2,10002,Lower East Side,217,,,,,,,,,,,,,,240,MAUA,M,2,Education Alliance - East Broadway,(646) 395-4252,197 East Broadway,10002,2,987466,199403,Lower East Side,1,1003704,1002850029,234,ochen@edalliance.org,NYCEEC,true,2,99,234,NYCEEC,DC15116,ACS,edalliance.org,135562210,1,
Educational Alliance - Lillian Wald,1,MAOZ,34 Ave D,NY,10009,,,,edalliance.org,1,Manhattan,(646) 395-4218,0,PK,,0,,,,,100,Educational Alliance - Lillian Wald (MAOZ),0,218,-8235134.4471,4971288.9989,Educational Alliance - Lillian Wald,1,MAOZ,1,10009,Lower East Side,218,,,,,,,,,,,,,,241,MAOZ,M,1,Educational Alliance - Lillian Wald,(646) 395-4218,34 Ave D,10009,2,990494,201989,Lower East Side,1,1078048,1003560001,40,karenne_berry@edalliance.org,NYCEEC,true,2,99,40,NYCEEC,DC1296,ACS,edalliance.org,135562210,1,
Educational Alliance - PS 15,1,MAUR,333 East 4th Street,NY,10009,,,,edalliance.org,1,Manhattan,(646) 395-4218,0,PK,,0,,,,,100,Educational Alliance - PS 15 (MAUR),0,841,-8235268.2439,4971398.5863,Educational Alliance - PS 15,1,MAUR,1,10009,Lower East Side,841,,,,,,,,,,,,,,1040,MAUR,M,1,Educational Alliance - PS 15,(646) 395-4218,333 East 4th Street,10009,2,990161,202261,Lower East Side,1,1004415,1003740020,40,maribel_oconnell@edalliance.org,NYCEEC,true,2,99,40,NYCEEC,DC2095,,edalliance.org,135562210,1,
"Educational Alliance, Inc.@ P.S. 142",1,MAZS,100 Attorney Street,NY,10002,,,,edalliance.org,1,Manhattan,(646) 395-4202,0,PK,,0,,,,,100,"Educational Alliance, Inc.@ P.S. 142 (MAZS)",0,866,-8235864.9775,4970879.9039,"Educational Alliance, Inc.@ P.S. 142",1,MAZS,1,10002,Lower East Side,866,,,,,,,,,,,,,,1068,MAZS,M,1,"Educational Alliance, Inc.@ P.S. 142",(646) 395-4202,100 Attorney Street,10002,2,988675,200974,Lower East Side,1,1004080,1003430001,40,dana_friedman@edalliance.org,NYCEEC,true,2,99,40,NYCEEC,DC11539,,edalliance.org,,1,
Edward A. Reynolds West Side High School,03,M505,140 WEST 102 STREET,NY,10025,,,http://schools.nyc.gov/SchoolPortals/03/M505/default.htm,,1,Manhattan,212-678-7300,431,"09,10,11,12,SE",,0,N108,"PILASKI, LISA",917-339-1488,LPilask@schools.nyc.gov,100,Edward A. Reynolds West Side High School (M505),0,1823,-8233939.6296,4982473.9556,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,1,M505,3,10025,Upper West Side,1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,03520
Edward R. Murrow High School,21,K525,1600 AVENUE L,NY,11230,,,http://schools.nyc.gov/SchoolPortals/21/K525/default.htm,,3,Brooklyn,718-258-9283,3791,"09,10,11,12,SE",,0,N405,"MEHMET, MICHAEL",718-935-4727,MMehmet@schools.nyc.gov,100,Edward R. Murrow High School (K525),0,1500,-8233102.5328,4956477.1791,EDWARD R. MURROW HIGH SCHOOL,3,K525,21,11230,Midwood,1500,K525,Edward R. Murrow High School,Brooklyn,7563,Published,RDeInnocentiis@schools.nyc.gov,www.ermurrowhs.org,,Functionally Accessible,,Communications|Performing Arts|Visual Art &amp; Design,Audition|Ed. Opt.|Screened: Language,,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,21565
Edwards L. Cleaveland,17,KASG,1185 Park Place,NY,11213,,,,bksny.org,3,Brooklyn,(718) 778-6559,0,PK,,0,,,,,100,Edwards L. Cleaveland (KASG),0,219,-8230788.6801,4964261.8284,Edwards L. Cleaveland,3,KASG,17,11213,Crown Heights North,219,,,,,,,,,,,,,,242,KASG,K,17,Edwards L. Cleaveland,(718) 778-6559,1185 Park Place,11213,1,1001328,184557,Crown Heights North,3,3324613,3013520080,26,dmims@bksny.org,NYCEEC,true,1,99,26,NYCEEC,DC1642,ACS,bksny.org,111631820,1,
Effie B.S Early Childhood Development Center Corp.,17,KCIA,1171 Eastern Parkway,NY,11213,,,,effieskids.com,3,Brooklyn,(718) 735-5500,0,PK,,0,,,,,100,Effie B.S Early Childhood Development Center Corp. (KCIA),0,711,-8229803.9293,4963662.6962,Effie B.S Early Childhood Development Center Corp.,3,KCIA,17,11213,Crown Heights North,711,,,,,,,,,,,,,,907,KCIA,K,17,Effie B.S Early Childhood Development Center Corp.,(718) 735-5500,1171 Eastern Parkway,11213,1,1003783,183072,Crown Heights North,3,3037378,3013910058,36,effieb.center@gmail.com,NYCEEC,true,1,99,36,NYCEEC,DC31673, ,effieskids.com,170887315,1,
Eisman Day Nursery,2,MAUN,1794 First Avenue,NY,10128,,,,,1,Manhattan,(212) 876-9200,0,PK,,0,,,,,100,Eisman Day Nursery (MAUN),0,284,-8231619.6273,4980101.1872,Eisman Day Nursery,1,MAUN,2,10128,Yorkville,284,,,,,,,,,,,,,,268,MAUN,M,2,Eisman Day Nursery,(212) 876-9200,1794 First Avenue,10128,1,999233,223841,Yorkville,1,1076333,1015730020,39,eisman1@live.com,NYCEEC,true,1,99,39,NYCEEC,DC18838,ACS,,132912963,1,
El Puente Academy for Peace and Justice,14,K685,250 HOOPER STREET,NY,11211,,,http://schools.nyc.gov/SchoolPortals/14/K685/default.htm,,3,Brooklyn,718-387-1125,239,"09,10,11,12,SE",,0,N107,"SCALA, NANCY",212-374-2402,NScala@schools.nyc.gov,100,El Puente Academy for Peace and Justice (K685),0,1581,-8232735.9979,4968987.2302,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,3,K685,14,11211,Williamsburg,1581,K685,El Puente Academy for Peace and Justice,Brooklyn,7579,Published,Wvazque3@schools.nyc.gov,www.elpuente.us,Performance Assessment School,Not Functionally Accessible,,Humanities &amp; Interdisciplinary,Ed. Opt.,,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,14300
Elber Islamic School,30,QALQ,25-42 49th Street,NY,11103,,,,,4,Queens,(917) 362-1130,0,PK,,0,,,,,100,Elber Islamic School (QALQ),0,921,-8227128.1595,4977531.2929,Elber Islamic School,4,QALQ,30,11103,Astoria,921,,,,,,,,,,,,,,930,QALQ,Q,30,Elber Islamic School,(917) 362-1130,25-42 49th Street,11103,1,1010414,217481,Astoria,4,4013985,4007440062,34,amohamed2@gmail.com,NYCEEC,true,1,99,34,NYCEEC,,,,,,
Eleanor Roosevelt High School,02,M416,411 EAST 76 STREET,NY,10021,,,http://schools.nyc.gov/SchoolPortals/02/M416/default.htm,,1,Manhattan,212-772-1220,552,"09,10,11,12,SE",,0,N201,"Zaza, Joseph",718-281-7520,JZaza@schools.nyc.gov,100,Eleanor Roosevelt High School (M416),0,1795,-8232443.3952,4978512.296,ELEANOR ROOSEVELT HIGH SCHOOL,1,M416,2,10021,Lenox Hill - Roosevelt Island,1795,M416,Eleanor Roosevelt High School,Manhattan,7598,Published,info@erhsnyc.net,www.erhsnyc.org,,Functionally Accessible,,Humanities &amp; Interdisciplinary,Screened,,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,02563
"Elementary School for Math, Science, and Technology",10,X382,125 EAST 181 STREET,NY,10453,,,http://schools.nyc.gov/SchoolPortals/10/X382/default.htm,,2,Bronx,718-933-8061,287,"0K,01,02,03,04,05,SE",,0,N109,"Quail, Maria",718-828-6990,MQuail@schools.nyc.gov,100,"Elementary School for Math, Science, and Technology (X382)",0,2472,-8226881.9235,4990985.9835,"ELEMENTARY SCHOOL FOR MATH, SCIENCE, AND TECHNOLOG",2,X382,10,10453,Fordham South,2472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,10382
Elijah Stroud Middle School,17,K353,750 CLASSON AVENUE,NY,11238,,,http://schools.nyc.gov/SchoolPortals/17/K353/default.htm,,3,Brooklyn,718-638-3067,208,"06,07,08,SE",,0,N605,"Gigoux, Lisa",718-648-0209,LGigoux@schools.nyc.gov,100,Elijah Stroud Middle School (K353),0,1414,-8233256.352,4964427.1076,ELIJAH STROUD MIDDLE SCHOOL,3,K353,17,11238,Prospect Heights,1414,K353,Elijah Stroud Middle School,Brooklyn,,,,,,,,,,7111,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,17353
Ella Baker Charles Romain CDC of Medgar Evers,17,KBVL,1150 Carroll Street,NY,11225,,,,mec.cuny.edu,3,Brooklyn,(718) 270-6018,0,PK,,0,,,,,100,Ella Baker Charles Romain CDC of Medgar Evers (KBVL),0,728,-8232279.7115,4963355.2494,Ella Baker Charles Romain CDC of Medgar Evers,3,KBVL,17,11225,Crown Heights South,728,,,,,,,,,,,,,,925,KBVL,K,17,Ella Baker Charles Romain CDC of Medgar Evers,(718) 270-6018,1150 Carroll Street,11225,1,997614,182305,Crown Heights South,3,3337869,3012890025,16,janetm@mec.cuny.edu,NYCEEC,true,1,99,16,NYCEEC,DC397, ,mec.cuny.edu,112708250,1,
Ella Baker School,02,M225,317 EAST  67 STREET,NY,10065,,,http://schools.nyc.gov/SchoolPortals/02/M225/default.htm,,1,Manhattan,212-717-8809,331,"PK,0K,01,02,03,04,05,06,07,08",,0,N113,"Sheehan, Alison",718-935-3707,ASheehan3@schools.nyc.gov,100,Ella Baker School (M225),0,1709,-8233135.4451,4977794.7792,ELLA BAKER SCHOOL,1,M225,2,10065,Lenox Hill - Roosevelt Island,1709,M225,Ella Baker School,Manhattan,,,,,,,,,,7211,,,,,,,,,,,,,,,,,,,false,1,1,54,DOE,,,,,,02580
Elm Tree Elementary School,24,Q211,86-37 53RD AVENUE,NY,11373,,,http://schools.nyc.gov/SchoolPortals/24/Q211/default.htm,,4,Queens,718-457-0370,234,"0K,01,02,SE",,0,N408,"YOUNG, LUCIUS",718-631-6946,LYoung22@schools.nyc.gov,100,Elm Tree Elementary School (Q211),0,2939,-8224139.6825,4973443.5677,Elm Tree Elementary School,4,Q211,24,11373,Elmhurst,2939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,24211
Emilia's Kids,24,QBEC,8403 57 Avenue,NY,11373,,,,emiliaskids.com,4,Queens,(718) 899-9060,0,PK,,0,,,,,100,Emilia's Kids (QBEC),0,220,-8224216.1161,4972658.3227,Emilia's Kids,4,QBEC,24,11373,Middle Village,220,,,,,,,,,,,,,,243,QBEC,Q,24,Emilia's Kids,(718) 899-9060,8403 57 Avenue,11373,1,1017677,205408,Middle Village,4,4065811,4028940047,35,tmsanchez@emiliaskids.com,NYCEEC,true,1,99,35,NYCEEC,DC19699,R0968,emiliaskids.com,113561434,1,
Emma Lazarus High School,02,M394,100 HESTER STREET,NY,10002,,,http://schools.nyc.gov/SchoolPortals/02/M394/default.htm,,1,Manhattan,212-925-5017,267,"09,10,11",,0,N107,"SCALA, NANCY",212-374-2402,NScala@schools.nyc.gov,100,Emma Lazarus High School (M394),0,2632,-8236887.7651,4970587.2209,EMMA LAZARUS HIGH SCHOOL,1,M394,2,10002,Chinatown,2632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,02394
Emolior Academy,12,X383,1970 WEST FARMS ROAD,NY,10460,,,http://schools.nyc.gov/SchoolPortals/12/X383/default.htm,,2,Bronx,718-842-2670,255,"06,07,08,SE",,0,N608,RUDOLPH RUPNARAIN,718-828-4808,rrupnar@schools.nyc.gov,100,Emolior Academy (X383),0,2773,-8224223.8269,4988721.4283,EMOLIOR ACADEMY,2,X383,12,10460,Crotona Park East,2773,X383,Emolior Academy,Bronx,,,,,,,,,,7486,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,12383
Energy Tech High School,30,Q258,36-41 28 STREET,NY,11106,,,http://schools.nyc.gov/SchoolPortals/30/Q258/default.htm,,4,Queens,718-472-0536,332,"09,10,11,SE",,0,N521,"DICHTER, ALAN",718-254-7166,ADichter@schools.nyc.gov,100,Energy Tech High School (Q258),0,2986,-8230170.3638,4976481.5811,Energy Tech High School,4,Q258,30,11106,Queensbridge-Ravenswood-Long Isl City N,2986,Q258,Energy Tech High School,Queens,7945,Published,energytechhs@gmail.com,www.energytechschool.org,9-14 School,Not Functionally Accessible,,Engineering,Limited Unscreened,,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,
English Language Learners and International Support Preparatory Academy (ELLIS),10,X397,99 TERRACE VIEW AVENUE,NY,10463,,,http://schools.nyc.gov/SchoolPortals/10/X397/default.htm,,2,Bronx,718-220-1889,342,"09,10,11,12",,0,N106,"GROLL, CHRISTOP/KERR, CYNTHIA",917-445-5531,CGroll@schools.nyc.gov; CKerr@schools.nyc.gov,100,English Language Learners and International Support Preparatory Academy (ELLIS) (X397),0,2480,-8227954.4114,4994371.2464,ENGLISH LANGUAGE LEARNERS AND INTERNATIONAL SUPPOR,2,X397,10,10463,Spuyten Duyvil - Kingsbridge,2480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,10658
Entrada Academy,12,X384,977 FOX STREET,NY,10459,,,http://schools.nyc.gov/SchoolPortals/12/X384/default.htm,,2,Bronx,718-378-1649,266,"06,07,08,SE",,0,N608,RUDOLPH RUPNARAIN,718-828-4808,rrupnar@schools.nyc.gov,100,Entrada Academy (X384),0,2473,-8225863.8532,4986106.9395,ENTRADA ACADEMY,2,X384,12,10459,Hunts Point,2473,X384,Entrada Academy,Bronx,,,,,,,,,,7487,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,12384
Epic High School - North,27,Q334,94-25 117TH STREET,NY,11419,,,http://schools.nyc.gov/SchoolPortals/27/Q334/default.htm,,4,Queens,718-570-8230,183,"09,10,SE",,0,N521,"DICHTER, ALAN",718-254-7166,ADichter@schools.nyc.gov,100,Epic High School - North (Q334),0,3020,-8218616.5288,4967145.1708,Epic High School - North,4,Q334,27,11419,Richmond Hill,3020,Q334,Epic High School - North,Queens,7956,Published,info@epicschools.nyc.org,www.epicschoolsnyc.org,,Not Functionally Accessible,,Humanities &amp; Interdisciplinary,Limited Unscreened,,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,27334
Epic High School - South,27,Q314,121-10 ROCKAWAY BOULEVARD,NY,11420,,,http://schools.nyc.gov/SchoolPortals/27/Q314/default.htm,,4,Queens,718-845-1290,176,"09,10,SE",,0,N521,"DICHTER, ALAN",718-254-7166,ADichter@schools.nyc.gov,100,Epic High School - South (Q314),0,3018,-8217198.7701,4964566.8524,Epic High School - South,4,Q314,27,11420,South Ozone Park,3018,Q314,Epic High School - South,Queens,7526,Published,info@epicschoolsnyc.org,www.epicschoolsnyc.org,,Not Functionally Accessible,,Humanities &amp; Interdisciplinary,Limited Unscreened,,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,27314
Epiphany Lutheran School,17,KAFB,721 Lincoln PL,NY,11216,,,,,3,Brooklyn,(718) 773-7200,0,PK,,0,,,,,100,Epiphany Lutheran School (KAFB),0,761,-8232303.0594,4963934.5096,Epiphany Lutheran School,3,KAFB,17,11216,Crown Heights North,761,,,,,,,,,,,,,,584,KAFB,K,17,Epiphany Lutheran School,(718) 773-7200,721 Lincoln PL,11216,1,997555,183743,Crown Heights North,3,3032263,3012540063,30,crafton@foch.biz,NYCEEC,true,1,99,30,NYCEEC,,,,112225433,1,
Episcopal Social Services Head Start (Paul's House),7,XAKO,500 Bergen Avenue,NY,10455,,,,essnyc.org,2,Bronx,(718) 401-5133,0,PK,,0,,,,,100,Episcopal Social Services Head Start (Paul's House) (XAKO),0,221,-8228495.9953,4985082.5204,Episcopal Social Services Head Start (Paul's House),2,XAKO,7,10455,Mott Haven - Port Morris,221,,,,,,,,,,,,,,244,XAKO,X,7,Episcopal Social Services Head Start (Paul's House),(718) 401-5133,500 Bergen Avenue,10455,1,1006992,236189,Mott Haven - Port Morris,2,2112706,2022920013,14,ruizj@e-s-s.org,NYCEEC,true,1,99,14,NYCEEC,DC22345,ACS,essnyc.org,133709095,1,
Escuela Hispana Montessori 2,1,MATQ,180 Suffolk Street,NY,10002,,,,,1,Manhattan,(212) 982-6650,0,PK,,0,,,,,100,Escuela Hispana Montessori 2 (MATQ),0,222,-8235944.6821,4971308.9763,Escuela Hispana Montessori 2,1,MATQ,1,10002,Chinatown,222,,,,,,,,,,,,,,245,MATQ,M,1,Escuela Hispana Montessori 2,(212) 982-6650,180 Suffolk Street,10002,1,988477,202038,Chinatown,1,1004240,1003500008,54,lylewalford12@gmail.com,NYCEEC,true,1,99,54,NYCEEC,DC20894,ACS,,132543563,1,
Esperanza Preparatory Academy,04,M372,240 EAST 109 STREET,NY,10029,,,http://schools.nyc.gov/SchoolPortals/04/M372/default.htm,,1,Manhattan,212-722-6507,587,"06,07,08,09,10,11,12,SE",,0,N611,"Hernandez, Roberto/RUIZ, JOSE",718-828-7776,RHernandez@schools.nyc.gov; JRUIZ2@schools.nyc.gov,100,Esperanza Preparatory Academy (M372),0,1777,-8231174.3639,4981799.5696,ESPERANZA PREPATORY ACADEMY,1,M372,4,10029,East Harlem South,1777,M372,ESPERANZA PREPARATORY ACADEMY,Manhattan,7855,Published,wmerced2@schools.nyc.gov,http://schools.nyc.gov/SchoolPortals/04/M372/default.htm,,Functionally Accessible,,Science &amp; Math,Screened: Language,7245,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,04372
ESS Morningside,5,MAPD,2967 Frederick Douglas Boulevard,NY,10039,,,,,1,Manhattan,(917) 410-3874,0,PK,,0,,,,,100,ESS Morningside (MAPD),0,367,-8230668.4777,4987456.5534,ESS Morningside,1,MAPD,5,10039,Central Harlem North - Polo Grounds,367,,,,,,,,,,,,,,413,MAPD,M,5,ESS Morningside,(917) 410-3874,2967 Frederick Douglas Boulevard,10039,1,1001586,242065,Central Harlem North - Polo Grounds,1,1084520,1021060003,18,lockettm@e-s-s.org,NYCEEC,true,1,99,18,NYCEEC,DC1305,ACS,,133709095,1,
Essence School,19,K311,590 SHEFFIELD AVENUE,NY,11207,,,http://schools.nyc.gov/SchoolPortals/19/K311/default.htm,,3,Brooklyn,718-272-8371,115,"06,07,08,SE",,0,N408,"YOUNG, LUCIUS",718-631-6946,LYoung22@schools.nyc.gov,100,Essence School (K311),0,1388,-8225914.0762,4962634.3311,ESSENCE SCHOOL,3,K311,19,11207,East New York,1388,K311,Essence School,Brooklyn,,,,,,,,,,7099,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,19311
Essex Street Academy,02,M294,350 GRAND STREET,NY,10002,,,http://schools.nyc.gov/SchoolPortals/02/M294/default.htm,,1,Manhattan,212-475-4773,335,"09,10,11,12,SE",,0,N113,"Sheehan, Alison",718-935-3707,ASheehan3@schools.nyc.gov,100,Essex Street Academy (M294),0,1731,-8236457.5629,4970686.7095,ESSEX STREET ACADEMY,1,M294,2,10002,Chinatown,1731,M294,Essex Street Academy,Manhattan,7798,Published,meghan@essexstreetacademy.org,www.essexstreetacademy.org,Performance Assessment School,Not Functionally Accessible,,Humanities &amp; Interdisciplinary,Limited Unscreened,,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,02584
Eunyoung Chang Corp.,25,QBMQ,40-27 172 Street,NY,11358,,,,,4,Queens,(212) 960-3613,0,PK,,0,,,,,100,Eunyoung Chang Corp. (QBMQ),0,1050,-8214709.7774,4976997.1426,Eunyoung Chang Corp.,4,QBMQ,25,11358,Murray Hill,1050,,,,,,,,,,,,,,1200,QBMQ,Q,25,Eunyoung Chang Corp.,(212) 960-3613,40-27 172 Street,11358,1,1041320,216210,Murray Hill,4,4120708,4053520015,12,eychang2002@yahoo.com,NYCEEC,true,1,99,12,NYCEEC,,,,,,
EVBO Inc. D/B/A Jack & Jill Nursery School,25,QATU,4323 Colden Street,NY,11355,,,,jackandjillschools.com,4,Queens,(718) 762-1218,0,PK,,0,,,,,100,EVBO Inc. D/B/A Jack & Jill Nursery School (QATU),0,223,-8218136.5976,4975950.8196,EVBO Inc. D/B/A Jack & Jill Nursery School,4,QATU,25,11355,Flushing,223,,,,,,,,,,,,,,246,QATU,Q,25,EVBO Inc. D/B/A Jack & Jill Nursery School,(718) 762-1218,4323 Colden Street,11355,1,1032797,213598,Flushing,4,4115898,4051370005,72,jackjill1@aol.com,NYCEEC,true,1,99,72,NYCEEC,DC10479,R0819,jackandjillschools.com,113054709,1,
EverGreen Charter School,00,OAWX,26 West Park Avenue,NY,11561,,,http://schools.nyc.gov/SchoolPortals/00/OAWX/default.htm,,7,Out Of City,,0,,,0,,,,,100,EverGreen Charter School (OAWX),0,0,0,0,,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0,2,,,,,,,,
Evergreen Middle School for Urban Exploration,32,K562,125 COVERT STREET,NY,11207,,,http://schools.nyc.gov/SchoolPortals/32/K562/default.htm,,3,Brooklyn,718-455-0180,298,"06,07,08,SE",,0,N411,"GROLL, CHRISTOP/Alcoff, Michael",718-935-3074,CGroll@schools.nyc.gov; MAlcoff@schools.nyc.gov,100,Evergreen Middle School for Urban Exploration (K562),0,2898,-8227645.119,4966617.0966,Evergreen Middle School for Urban Exploration,3,K562,32,11207,Bushwick South,2898,K562,Evergreen Middle School for Urban Exploration,Brooklyn,,,,,,,,,,7146,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,32562
Evolution Enrichment Center,1,MAZB,38 Delancey Street,NY,10002,,,,evolutionenrichment.com,1,Manhattan,(212) 375-9500,0,PK,,0,,,,,100,Evolution Enrichment Center (MAZB),0,981,-8236713.9715,4971119.7831,Evolution Enrichment Center,1,MAZB,1,10002,Chinatown,981,,,,,,,,,,,,,,1153,MAZB,M,1,Evolution Enrichment Center,(212) 375-9500,38 Delancey Street,10002,1,986561,201569,Chinatown,1,1087549,1004207501,36,ealexeeva4@gmail.com,NYCEEC,true,1,99,36,NYCEEC,,,evolutionenrichment.com,,,
Excellence Boys Charter School,16,K593,239 PATCHEN AVENUE,NY,11233,,,http://schools.nyc.gov/SchoolPortals/16/K593/default.htm,,3,Brooklyn,718-638-1830,0,"0K,01,02,03,04,05,06,07,08,09,10,11,12",,0,,,,,100,Excellence Boys Charter School (K593),0,1545,-8229384.796,4965765.9573,EXCELLENCE CHARTER SCHOOL OF BEDFORD STUYVESANT,3,K593,16,11233,Stuyvesant Heights,1545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0,2,,,,,,,,16593
Excellence Girls Charter School,16,K712,794 MONROE STREET,NY,11221,,,http://schools.nyc.gov/SchoolPortals/16/K712/default.htm,,3,Brooklyn,718-638-1875,0,"0K,01,02,03,04,05,06,07",,0,,,,,100,Excellence Girls Charter School (K712),0,2707,-8229247.2808,4966461.9431,Excellence Girls Charter School,3,K712,16,11221,Stuyvesant Heights,2707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0,2,,,,,,,,16687
